"subject"	"activity"	"variable"	"average"
"2237"	5	"standing"	"timebodyaccmeanaxisx"	0.274347260646063
"2238"	5	"standing"	"timebodyaccmeanaxisy"	-0.0177434918458972
"2239"	5	"standing"	"timebodyaccmeanaxisz"	-0.108925032737064
"2240"	5	"standing"	"timebodyaccstdaxisx"	-0.607783818968688
"2241"	5	"standing"	"timebodyaccstdaxisy"	-0.510191378479501
"2242"	5	"standing"	"timebodyaccstdaxisz"	-0.61306429934125
"2243"	5	"standing"	"timegravityaccmeanaxisx"	0.669226222373046
"2244"	5	"standing"	"timegravityaccmeanaxisy"	0.00403879092060517
"2245"	5	"standing"	"timegravityaccmeanaxisz"	0.0921508600211059
"2246"	5	"standing"	"timegravityaccstdaxisx"	-0.965207115039421
"2247"	5	"standing"	"timegravityaccstdaxisy"	-0.95440802665318
"2248"	5	"standing"	"timegravityaccstdaxisz"	-0.938900969424022
"2249"	5	"standing"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"2250"	5	"standing"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"2251"	5	"standing"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"2252"	5	"standing"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"2253"	5	"standing"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"2254"	5	"standing"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"2255"	5	"standing"	"timebodygyromeanaxisx"	-0.0309824871713436
"2256"	5	"standing"	"timebodygyromeanaxisy"	-0.0747194855994359
"2257"	5	"standing"	"timebodygyromeanaxisz"	0.088357304227173
"2258"	5	"standing"	"timebodygyrostdaxisx"	-0.721192598029789
"2259"	5	"standing"	"timebodygyrostdaxisy"	-0.682653506899942
"2260"	5	"standing"	"timebodygyrostdaxisz"	-0.653665674372188
"2261"	5	"standing"	"timebodygyrojerkmeanaxisx"	-0.0967092754729682
"2262"	5	"standing"	"timebodygyrojerkmeanaxisy"	-0.0423181079782632
"2263"	5	"standing"	"timebodygyrojerkmeanaxisz"	-0.0548303497968374
"2264"	5	"standing"	"timebodygyrojerkstdaxisx"	-0.731348533131935
"2265"	5	"standing"	"timebodygyrojerkstdaxisy"	-0.786062320321895
"2266"	5	"standing"	"timebodygyrojerkstdaxisz"	-0.739932395222129
"2267"	5	"standing"	"timebodyaccmagmean"	-0.54822165976717
"2268"	5	"standing"	"timebodyaccmagstd"	-0.591225327146546
"2269"	5	"standing"	"timegravityaccmagmean"	-0.54822165976717
"2270"	5	"standing"	"timegravityaccmagstd"	-0.591225327146546
"2271"	5	"standing"	"timebodyaccjerkmagmean"	-0.649417950650692
"2272"	5	"standing"	"timebodyaccjerkmagstd"	-0.627762945785391
"2273"	5	"standing"	"timebodygyromagmean"	-0.60524856977632
"2274"	5	"standing"	"timebodygyromagstd"	-0.662533062898382
"2275"	5	"standing"	"timebodygyrojerkmagmean"	-0.762137610987416
"2276"	5	"standing"	"timebodygyrojerkmagstd"	-0.77799317279698
"2277"	5	"standing"	"frequencybodyaccmeanaxisx"	-0.622761658493734
"2278"	5	"standing"	"frequencybodyaccmeanaxisy"	-0.53749328145871
"2279"	5	"standing"	"frequencybodyaccmeanaxisz"	-0.665033506271952
"2280"	5	"standing"	"frequencybodyaccstdaxisx"	-0.603356276555826
"2281"	5	"standing"	"frequencybodyaccstdaxisy"	-0.528420009576204
"2282"	5	"standing"	"frequencybodyaccstdaxisz"	-0.617874813333395
"2283"	5	"standing"	"frequencybodyaccmeanfreqaxisx"	-0.2214691368263
"2284"	5	"standing"	"frequencybodyaccmeanfreqaxisy"	0.015400588735675
"2285"	5	"standing"	"frequencybodyaccmeanfreqaxisz"	0.0473098698476722
"2286"	5	"standing"	"frequencybodyaccjerkmeanaxisx"	-0.656713524546605
"2287"	5	"standing"	"frequencybodyaccjerkmeanaxisy"	-0.628961179980356
"2288"	5	"standing"	"frequencybodyaccjerkmeanaxisz"	-0.743608246170053
"2289"	5	"standing"	"frequencybodyaccjerkstdaxisx"	-0.654979816705833
"2290"	5	"standing"	"frequencybodyaccjerkstdaxisy"	-0.612243590244114
"2291"	5	"standing"	"frequencybodyaccjerkstdaxisz"	-0.780928428167213
"2292"	5	"standing"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"2293"	5	"standing"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"2294"	5	"standing"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"2295"	5	"standing"	"frequencybodygyromeanaxisx"	-0.672094306818974
"2296"	5	"standing"	"frequencybodygyromeanaxisy"	-0.70621663959074
"2297"	5	"standing"	"frequencybodygyromeanaxisz"	-0.644192752866115
"2298"	5	"standing"	"frequencybodygyrostdaxisx"	-0.738594816501343
"2299"	5	"standing"	"frequencybodygyrostdaxisy"	-0.674226934551517
"2300"	5	"standing"	"frequencybodygyrostdaxisz"	-0.690446312501126
"2301"	5	"standing"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"2302"	5	"standing"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"2303"	5	"standing"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"2304"	5	"standing"	"frequencybodyaccmagmean"	-0.585962696268539
"2305"	5	"standing"	"frequencybodyaccmagstd"	-0.659531216655476
"2306"	5	"standing"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"2307"	5	"standing"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"2308"	5	"standing"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"2309"	5	"standing"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"2310"	5	"standing"	"frequencybodybodygyromagmean"	-0.697411069729937
"2311"	5	"standing"	"frequencybodybodygyromagstd"	-0.699976372277643
"2312"	5	"standing"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
"2313"	5	"standing"	"frequencybodybodygyrojerkmagmean"	-0.779767633083527
"2314"	5	"standing"	"frequencybodybodygyrojerkmagstd"	-0.792190209274884
"2315"	5	"standing"	"frequencybodybodygyrojerkmagmeanfreq"	0.126707820497791
"2316"	5	"standing"	"anglebetweentbodyaccmeanandgravity"	0.00770513730366637
"2317"	5	"standing"	"anglebetweentbodyaccjerkmeanandgravitymean"	0.00264770963963395
"2318"	5	"standing"	"anglebetweentbodygyromeanandgravitymean"	0.0176831301958708
"2319"	5	"standing"	"anglebetweentbodygyrojerkmeanandgravitymean"	-0.00921912899702262
"2320"	5	"standing"	"anglebetweenxandgravitymean"	-0.496522166185746
"2321"	5	"standing"	"anglebetweenyandgravitymean"	0.0632551738495058
"2322"	5	"standing"	"anglebetweenzandgravitymean"	-0.0542842821505305
"2323"	5	"walking"	"timebodyaccmeanaxisx"	0.274347260646063
"2324"	5	"walking"	"timebodyaccmeanaxisy"	-0.0177434918458972
"2325"	5	"walking"	"timebodyaccmeanaxisz"	-0.108925032737064
"2326"	5	"walking"	"timebodyaccstdaxisx"	-0.607783818968688
"2327"	5	"walking"	"timebodyaccstdaxisy"	-0.510191378479501
"2328"	5	"walking"	"timebodyaccstdaxisz"	-0.61306429934125
"2329"	5	"walking"	"timegravityaccmeanaxisx"	0.669226222373046
"2330"	5	"walking"	"timegravityaccmeanaxisy"	0.00403879092060517
"2331"	5	"walking"	"timegravityaccmeanaxisz"	0.0921508600211059
"2332"	5	"walking"	"timegravityaccstdaxisx"	-0.965207115039421
"2333"	5	"walking"	"timegravityaccstdaxisy"	-0.95440802665318
"2334"	5	"walking"	"timegravityaccstdaxisz"	-0.938900969424022
"2335"	5	"walking"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"2336"	5	"walking"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"2337"	5	"walking"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"2338"	5	"walking"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"2339"	5	"walking"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"2340"	5	"walking"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"2341"	5	"walking"	"timebodygyromeanaxisx"	-0.0309824871713436
"2342"	5	"walking"	"timebodygyromeanaxisy"	-0.0747194855994359
"2343"	5	"walking"	"timebodygyromeanaxisz"	0.088357304227173
"2344"	5	"walking"	"timebodygyrostdaxisx"	-0.721192598029789
"2345"	5	"walking"	"timebodygyrostdaxisy"	-0.682653506899942
"2346"	5	"walking"	"timebodygyrostdaxisz"	-0.653665674372188
"2347"	5	"walking"	"timebodygyrojerkmeanaxisx"	-0.0967092754729682
"2348"	5	"walking"	"timebodygyrojerkmeanaxisy"	-0.0423181079782632
"2349"	5	"walking"	"timebodygyrojerkmeanaxisz"	-0.0548303497968374
"2350"	5	"walking"	"timebodygyrojerkstdaxisx"	-0.731348533131935
"2351"	5	"walking"	"timebodygyrojerkstdaxisy"	-0.786062320321895
"2352"	5	"walking"	"timebodygyrojerkstdaxisz"	-0.739932395222129
"2353"	5	"walking"	"timebodyaccmagmean"	-0.54822165976717
"2354"	5	"walking"	"timebodyaccmagstd"	-0.591225327146546
"2355"	5	"walking"	"timegravityaccmagmean"	-0.54822165976717
"2356"	5	"walking"	"timegravityaccmagstd"	-0.591225327146546
"2357"	5	"walking"	"timebodyaccjerkmagmean"	-0.649417950650692
"2358"	5	"walking"	"timebodyaccjerkmagstd"	-0.627762945785391
"2359"	5	"walking"	"timebodygyromagmean"	-0.60524856977632
"2360"	5	"walking"	"timebodygyromagstd"	-0.662533062898382
"2361"	5	"walking"	"timebodygyrojerkmagmean"	-0.762137610987416
"2362"	5	"walking"	"timebodygyrojerkmagstd"	-0.77799317279698
"2363"	5	"walking"	"frequencybodyaccmeanaxisx"	-0.622761658493734
"2364"	5	"walking"	"frequencybodyaccmeanaxisy"	-0.53749328145871
"2365"	5	"walking"	"frequencybodyaccmeanaxisz"	-0.665033506271952
"2366"	5	"walking"	"frequencybodyaccstdaxisx"	-0.603356276555826
"2367"	5	"walking"	"frequencybodyaccstdaxisy"	-0.528420009576204
"2368"	5	"walking"	"frequencybodyaccstdaxisz"	-0.617874813333395
"2369"	5	"walking"	"frequencybodyaccmeanfreqaxisx"	-0.2214691368263
"2370"	5	"walking"	"frequencybodyaccmeanfreqaxisy"	0.015400588735675
"2371"	5	"walking"	"frequencybodyaccmeanfreqaxisz"	0.0473098698476722
"2372"	5	"walking"	"frequencybodyaccjerkmeanaxisx"	-0.656713524546605
"2373"	5	"walking"	"frequencybodyaccjerkmeanaxisy"	-0.628961179980356
"2374"	5	"walking"	"frequencybodyaccjerkmeanaxisz"	-0.743608246170053
"2375"	5	"walking"	"frequencybodyaccjerkstdaxisx"	-0.654979816705833
"2376"	5	"walking"	"frequencybodyaccjerkstdaxisy"	-0.612243590244114
"2377"	5	"walking"	"frequencybodyaccjerkstdaxisz"	-0.780928428167213
"2378"	5	"walking"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"2379"	5	"walking"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"2380"	5	"walking"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"2381"	5	"walking"	"frequencybodygyromeanaxisx"	-0.672094306818974
"2382"	5	"walking"	"frequencybodygyromeanaxisy"	-0.70621663959074
"2383"	5	"walking"	"frequencybodygyromeanaxisz"	-0.644192752866115
"2384"	5	"walking"	"frequencybodygyrostdaxisx"	-0.738594816501343
"2385"	5	"walking"	"frequencybodygyrostdaxisy"	-0.674226934551517
"2386"	5	"walking"	"frequencybodygyrostdaxisz"	-0.690446312501126
"2387"	5	"walking"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"2388"	5	"walking"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"2389"	5	"walking"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"2390"	5	"walking"	"frequencybodyaccmagmean"	-0.585962696268539
"2391"	5	"walking"	"frequencybodyaccmagstd"	-0.659531216655476
"2392"	5	"walking"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"2393"	5	"walking"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"2394"	5	"walking"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"2395"	5	"walking"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"2396"	5	"walking"	"frequencybodybodygyromagmean"	-0.697411069729937
"2397"	5	"walking"	"frequencybodybodygyromagstd"	-0.699976372277643
"2398"	5	"walking"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
"2399"	5	"walking"	"frequencybodybodygyrojerkmagmean"	-0.779767633083527
"2400"	5	"walking"	"frequencybodybodygyrojerkmagstd"	-0.792190209274884
"2401"	5	"walking"	"frequencybodybodygyrojerkmagmeanfreq"	0.126707820497791
"2402"	5	"walking"	"anglebetweentbodyaccmeanandgravity"	0.00770513730366637
"2403"	5	"walking"	"anglebetweentbodyaccjerkmeanandgravitymean"	0.00264770963963395
"2404"	5	"walking"	"anglebetweentbodygyromeanandgravitymean"	0.0176831301958708
"2405"	5	"walking"	"anglebetweentbodygyrojerkmeanandgravitymean"	-0.00921912899702262
"2406"	5	"walking"	"anglebetweenxandgravitymean"	-0.496522166185746
"2407"	5	"walking"	"anglebetweenyandgravitymean"	0.0632551738495058
"2408"	5	"walking"	"anglebetweenzandgravitymean"	-0.0542842821505305
"2409"	5	"walkingDownstairs"	"timebodyaccmeanaxisx"	0.274347260646063
"2410"	5	"walkingDownstairs"	"timebodyaccmeanaxisy"	-0.0177434918458972
"2411"	5	"walkingDownstairs"	"timebodyaccmeanaxisz"	-0.108925032737064
"2412"	5	"walkingDownstairs"	"timebodyaccstdaxisx"	-0.607783818968688
"2413"	5	"walkingDownstairs"	"timebodyaccstdaxisy"	-0.510191378479501
"2414"	5	"walkingDownstairs"	"timebodyaccstdaxisz"	-0.61306429934125
"2415"	5	"walkingDownstairs"	"timegravityaccmeanaxisx"	0.669226222373046
"2416"	5	"walkingDownstairs"	"timegravityaccmeanaxisy"	0.00403879092060517
"2417"	5	"walkingDownstairs"	"timegravityaccmeanaxisz"	0.0921508600211059
"2418"	5	"walkingDownstairs"	"timegravityaccstdaxisx"	-0.965207115039421
"2419"	5	"walkingDownstairs"	"timegravityaccstdaxisy"	-0.95440802665318
"2420"	5	"walkingDownstairs"	"timegravityaccstdaxisz"	-0.938900969424022
"2421"	5	"walkingDownstairs"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"2422"	5	"walkingDownstairs"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"2423"	5	"walkingDownstairs"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"2424"	5	"walkingDownstairs"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"2425"	5	"walkingDownstairs"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"2426"	5	"walkingDownstairs"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"2427"	5	"walkingDownstairs"	"timebodygyromeanaxisx"	-0.0309824871713436
"2428"	5	"walkingDownstairs"	"timebodygyromeanaxisy"	-0.0747194855994359
"2429"	5	"walkingDownstairs"	"timebodygyromeanaxisz"	0.088357304227173
"2430"	5	"walkingDownstairs"	"timebodygyrostdaxisx"	-0.721192598029789
"2431"	5	"walkingDownstairs"	"timebodygyrostdaxisy"	-0.682653506899942
"2432"	5	"walkingDownstairs"	"timebodygyrostdaxisz"	-0.653665674372188
"2433"	5	"walkingDownstairs"	"timebodygyrojerkmeanaxisx"	-0.0967092754729682
"2434"	5	"walkingDownstairs"	"timebodygyrojerkmeanaxisy"	-0.0423181079782632
"2435"	5	"walkingDownstairs"	"timebodygyrojerkmeanaxisz"	-0.0548303497968374
"2436"	5	"walkingDownstairs"	"timebodygyrojerkstdaxisx"	-0.731348533131935
"2437"	5	"walkingDownstairs"	"timebodygyrojerkstdaxisy"	-0.786062320321895
"2438"	5	"walkingDownstairs"	"timebodygyrojerkstdaxisz"	-0.739932395222129
"2439"	5	"walkingDownstairs"	"timebodyaccmagmean"	-0.54822165976717
"2440"	5	"walkingDownstairs"	"timebodyaccmagstd"	-0.591225327146546
"2441"	5	"walkingDownstairs"	"timegravityaccmagmean"	-0.54822165976717
"2442"	5	"walkingDownstairs"	"timegravityaccmagstd"	-0.591225327146546
"2443"	5	"walkingDownstairs"	"timebodyaccjerkmagmean"	-0.649417950650692
"2444"	5	"walkingDownstairs"	"timebodyaccjerkmagstd"	-0.627762945785391
"2445"	5	"walkingDownstairs"	"timebodygyromagmean"	-0.60524856977632
"2446"	5	"walkingDownstairs"	"timebodygyromagstd"	-0.662533062898382
"2447"	5	"walkingDownstairs"	"timebodygyrojerkmagmean"	-0.762137610987416
"2448"	5	"walkingDownstairs"	"timebodygyrojerkmagstd"	-0.77799317279698
"2449"	5	"walkingDownstairs"	"frequencybodyaccmeanaxisx"	-0.622761658493734
"2450"	5	"walkingDownstairs"	"frequencybodyaccmeanaxisy"	-0.53749328145871
"2451"	5	"walkingDownstairs"	"frequencybodyaccmeanaxisz"	-0.665033506271952
"2452"	5	"walkingDownstairs"	"frequencybodyaccstdaxisx"	-0.603356276555826
"2453"	5	"walkingDownstairs"	"frequencybodyaccstdaxisy"	-0.528420009576204
"2454"	5	"walkingDownstairs"	"frequencybodyaccstdaxisz"	-0.617874813333395
"2455"	5	"walkingDownstairs"	"frequencybodyaccmeanfreqaxisx"	-0.2214691368263
"2456"	5	"walkingDownstairs"	"frequencybodyaccmeanfreqaxisy"	0.015400588735675
"2457"	5	"walkingDownstairs"	"frequencybodyaccmeanfreqaxisz"	0.0473098698476722
"2458"	5	"walkingDownstairs"	"frequencybodyaccjerkmeanaxisx"	-0.656713524546605
"2459"	5	"walkingDownstairs"	"frequencybodyaccjerkmeanaxisy"	-0.628961179980356
"2460"	5	"walkingDownstairs"	"frequencybodyaccjerkmeanaxisz"	-0.743608246170053
"2461"	5	"walkingDownstairs"	"frequencybodyaccjerkstdaxisx"	-0.654979816705833
"2462"	5	"walkingDownstairs"	"frequencybodyaccjerkstdaxisy"	-0.612243590244114
"2463"	5	"walkingDownstairs"	"frequencybodyaccjerkstdaxisz"	-0.780928428167213
"2464"	5	"walkingDownstairs"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"2465"	5	"walkingDownstairs"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"2466"	5	"walkingDownstairs"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"2467"	5	"walkingDownstairs"	"frequencybodygyromeanaxisx"	-0.672094306818974
"2468"	5	"walkingDownstairs"	"frequencybodygyromeanaxisy"	-0.70621663959074
"2469"	5	"walkingDownstairs"	"frequencybodygyromeanaxisz"	-0.644192752866115
"2470"	5	"walkingDownstairs"	"frequencybodygyrostdaxisx"	-0.738594816501343
"2471"	5	"walkingDownstairs"	"frequencybodygyrostdaxisy"	-0.674226934551517
"2472"	5	"walkingDownstairs"	"frequencybodygyrostdaxisz"	-0.690446312501126
"2473"	5	"walkingDownstairs"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"2474"	5	"walkingDownstairs"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"2475"	5	"walkingDownstairs"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"2476"	5	"walkingDownstairs"	"frequencybodyaccmagmean"	-0.585962696268539
"2477"	5	"walkingDownstairs"	"frequencybodyaccmagstd"	-0.659531216655476
"2478"	5	"walkingDownstairs"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"2479"	5	"walkingDownstairs"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"2480"	5	"walkingDownstairs"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"2481"	5	"walkingDownstairs"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"2482"	5	"walkingDownstairs"	"frequencybodybodygyromagmean"	-0.697411069729937
"2483"	5	"walkingDownstairs"	"frequencybodybodygyromagstd"	-0.699976372277643
"2484"	5	"walkingDownstairs"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
"2485"	5	"walkingDownstairs"	"frequencybodybodygyrojerkmagmean"	-0.779767633083527
"2486"	5	"walkingDownstairs"	"frequencybodybodygyrojerkmagstd"	-0.792190209274884
"2487"	5	"walkingDownstairs"	"frequencybodybodygyrojerkmagmeanfreq"	0.126707820497791
"2488"	5	"walkingDownstairs"	"anglebetweentbodyaccmeanandgravity"	0.00770513730366637
"2489"	5	"walkingDownstairs"	"anglebetweentbodyaccjerkmeanandgravitymean"	0.00264770963963395
"2490"	5	"walkingDownstairs"	"anglebetweentbodygyromeanandgravitymean"	0.0176831301958708
"2491"	5	"walkingDownstairs"	"anglebetweentbodygyrojerkmeanandgravitymean"	-0.00921912899702262
"2492"	5	"walkingDownstairs"	"anglebetweenxandgravitymean"	-0.496522166185746
"2493"	5	"walkingDownstairs"	"anglebetweenyandgravitymean"	0.0632551738495058
"2494"	5	"walkingDownstairs"	"anglebetweenzandgravitymean"	-0.0542842821505305
"2495"	5	"walkingUpstairs"	"timebodyaccmeanaxisx"	0.274347260646063
"2496"	5	"walkingUpstairs"	"timebodyaccmeanaxisy"	-0.0177434918458972
"2497"	5	"walkingUpstairs"	"timebodyaccmeanaxisz"	-0.108925032737064
"2498"	5	"walkingUpstairs"	"timebodyaccstdaxisx"	-0.607783818968688
"2499"	5	"walkingUpstairs"	"timebodyaccstdaxisy"	-0.510191378479501
"2500"	5	"walkingUpstairs"	"timebodyaccstdaxisz"	-0.61306429934125
"2501"	5	"walkingUpstairs"	"timegravityaccmeanaxisx"	0.669226222373046
"2502"	5	"walkingUpstairs"	"timegravityaccmeanaxisy"	0.00403879092060517
"2503"	5	"walkingUpstairs"	"timegravityaccmeanaxisz"	0.0921508600211059
"2504"	5	"walkingUpstairs"	"timegravityaccstdaxisx"	-0.965207115039421
"2505"	5	"walkingUpstairs"	"timegravityaccstdaxisy"	-0.95440802665318
"2506"	5	"walkingUpstairs"	"timegravityaccstdaxisz"	-0.938900969424022
"2507"	5	"walkingUpstairs"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"2508"	5	"walkingUpstairs"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"2509"	5	"walkingUpstairs"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"2510"	5	"walkingUpstairs"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"2511"	5	"walkingUpstairs"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"2512"	5	"walkingUpstairs"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"2513"	5	"walkingUpstairs"	"timebodygyromeanaxisx"	-0.0309824871713436
"2514"	5	"walkingUpstairs"	"timebodygyromeanaxisy"	-0.0747194855994359
"2515"	5	"walkingUpstairs"	"timebodygyromeanaxisz"	0.088357304227173
"2516"	5	"walkingUpstairs"	"timebodygyrostdaxisx"	-0.721192598029789
"2517"	5	"walkingUpstairs"	"timebodygyrostdaxisy"	-0.682653506899942
"2518"	5	"walkingUpstairs"	"timebodygyrostdaxisz"	-0.653665674372188
"2519"	5	"walkingUpstairs"	"timebodygyrojerkmeanaxisx"	-0.0967092754729682
"2520"	5	"walkingUpstairs"	"timebodygyrojerkmeanaxisy"	-0.0423181079782632
"2521"	5	"walkingUpstairs"	"timebodygyrojerkmeanaxisz"	-0.0548303497968374
"2522"	5	"walkingUpstairs"	"timebodygyrojerkstdaxisx"	-0.731348533131935
"2523"	5	"walkingUpstairs"	"timebodygyrojerkstdaxisy"	-0.786062320321895
"2524"	5	"walkingUpstairs"	"timebodygyrojerkstdaxisz"	-0.739932395222129
"2525"	5	"walkingUpstairs"	"timebodyaccmagmean"	-0.54822165976717
"2526"	5	"walkingUpstairs"	"timebodyaccmagstd"	-0.591225327146546
"2527"	5	"walkingUpstairs"	"timegravityaccmagmean"	-0.54822165976717
"2528"	5	"walkingUpstairs"	"timegravityaccmagstd"	-0.591225327146546
"2529"	5	"walkingUpstairs"	"timebodyaccjerkmagmean"	-0.649417950650692
"2530"	5	"walkingUpstairs"	"timebodyaccjerkmagstd"	-0.627762945785391
"2531"	5	"walkingUpstairs"	"timebodygyromagmean"	-0.60524856977632
"2532"	5	"walkingUpstairs"	"timebodygyromagstd"	-0.662533062898382
"2533"	5	"walkingUpstairs"	"timebodygyrojerkmagmean"	-0.762137610987416
"2534"	5	"walkingUpstairs"	"timebodygyrojerkmagstd"	-0.77799317279698
"2535"	5	"walkingUpstairs"	"frequencybodyaccmeanaxisx"	-0.622761658493734
"2536"	5	"walkingUpstairs"	"frequencybodyaccmeanaxisy"	-0.53749328145871
"2537"	5	"walkingUpstairs"	"frequencybodyaccmeanaxisz"	-0.665033506271952
"2538"	5	"walkingUpstairs"	"frequencybodyaccstdaxisx"	-0.603356276555826
"2539"	5	"walkingUpstairs"	"frequencybodyaccstdaxisy"	-0.528420009576204
"2540"	5	"walkingUpstairs"	"frequencybodyaccstdaxisz"	-0.617874813333395
"2541"	5	"walkingUpstairs"	"frequencybodyaccmeanfreqaxisx"	-0.2214691368263
"2542"	5	"walkingUpstairs"	"frequencybodyaccmeanfreqaxisy"	0.015400588735675
"2543"	5	"walkingUpstairs"	"frequencybodyaccmeanfreqaxisz"	0.0473098698476722
"2544"	5	"walkingUpstairs"	"frequencybodyaccjerkmeanaxisx"	-0.656713524546605
"2545"	5	"walkingUpstairs"	"frequencybodyaccjerkmeanaxisy"	-0.628961179980356
"2546"	5	"walkingUpstairs"	"frequencybodyaccjerkmeanaxisz"	-0.743608246170053
"2547"	5	"walkingUpstairs"	"frequencybodyaccjerkstdaxisx"	-0.654979816705833
"2548"	5	"walkingUpstairs"	"frequencybodyaccjerkstdaxisy"	-0.612243590244114
"2549"	5	"walkingUpstairs"	"frequencybodyaccjerkstdaxisz"	-0.780928428167213
"2550"	5	"walkingUpstairs"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"2551"	5	"walkingUpstairs"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"2552"	5	"walkingUpstairs"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"2553"	5	"walkingUpstairs"	"frequencybodygyromeanaxisx"	-0.672094306818974
"2554"	5	"walkingUpstairs"	"frequencybodygyromeanaxisy"	-0.70621663959074
"2555"	5	"walkingUpstairs"	"frequencybodygyromeanaxisz"	-0.644192752866115
"2556"	5	"walkingUpstairs"	"frequencybodygyrostdaxisx"	-0.738594816501343
"2557"	5	"walkingUpstairs"	"frequencybodygyrostdaxisy"	-0.674226934551517
"2558"	5	"walkingUpstairs"	"frequencybodygyrostdaxisz"	-0.690446312501126
"2559"	5	"walkingUpstairs"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"2560"	5	"walkingUpstairs"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"2561"	5	"walkingUpstairs"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"2562"	5	"walkingUpstairs"	"frequencybodyaccmagmean"	-0.585962696268539
"2563"	5	"walkingUpstairs"	"frequencybodyaccmagstd"	-0.659531216655476
"2564"	5	"walkingUpstairs"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"2565"	5	"walkingUpstairs"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"2566"	5	"walkingUpstairs"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"2567"	5	"walkingUpstairs"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"2568"	5	"walkingUpstairs"	"frequencybodybodygyromagmean"	-0.697411069729937
"2569"	5	"walkingUpstairs"	"frequencybodybodygyromagstd"	-0.699976372277643
"2570"	5	"walkingUpstairs"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
